Neighbourhood,ObjectId
Scarborough Village (139),17436
North St.James Town (74),17438
Corso Italia-Davenport (92),17441
Bedford Park-Nortown (39),17442
Bedford Park-Nortown (39),17443
Bedford Park-Nortown (39),17444
High Park-Swansea (87),17445
Bay Street Corridor (76),17446
North St.James Town (74),17447
Church-Yonge Corridor (75),17448
Church-Yonge Corridor (75),17449
Bay Street Corridor (76),17450
St.Andrew-Windfields (40),17453
St.Andrew-Windfields (40),17454
Birchcliffe-Cliffside (122),17455
Bay Street Corridor (76),17456
Victoria Village (43),17459
Malvern (132),17460
Church-Yonge Corridor (75),17461
Lambton Baby Point (114),17462
West Humber-Clairville (1),17467
West Humber-Clairville (1),17468
Agincourt North (129),17469
North St.James Town (74),17470
Bay Street Corridor (76),17471
Kingsview Village-The Westway (6),17475
Willowdale East (51),17476
Agincourt North (129),17491
South Parkdale (85),17494
Church-Yonge Corridor (75),17496
Church-Yonge Corridor (75),17497
Tam O'Shanter-Sullivan (118),17498
South Parkdale (85),17499
Rouge (131),17500
Rouge (131),17501
Humber Summit (21),17502
Humber Summit (21),17503
Banbury-Don Mills (42),17504
Dufferin Grove (83),17505
Annex (95),17506
Annex (95),17507
South Riverdale (70),17508
Downsview-Roding-CFB (26),17509
Greenwood-Coxwell (65),17510
Woburn (137),17511
Parkwoods-Donalda (45),17512
Parkwoods-Donalda (45),17513
Parkwoods-Donalda (45),17514
Parkwoods-Donalda (45),17515
Rexdale-Kipling (4),17516
Dovercourt-Wallace Emerson-Junction (93),17517
Weston (113),17518
New Toronto (18),17519
Kensington-Chinatown (78),17520
New Toronto (18),17521
Dufferin Grove (83),17523
Moss Park (73),17524
Dorset Park (126),17525
Glenfield-Jane Heights (25),17526
South Riverdale (70),17527
South Riverdale (70),17528
South Riverdale (70),17529
Lansing-Westgate (38),17530
Lansing-Westgate (38),17531
Lansing-Westgate (38),17532
Regent Park (72),17533
Stonegate-Queensway (16),17535
Church-Yonge Corridor (75),17536
The Beaches (63),17537
Bay Street Corridor (76),17538
Oakwood Village (107),17539
Dufferin Grove (83),17540
York University Heights (27),17541
Newtonbrook West (36),17542
Birchcliffe-Cliffside (122),17543
Niagara (82),17544
Corso Italia-Davenport (92),17545
Corso Italia-Davenport (92),17546
Yorkdale-Glen Park (31),17548
Weston (113),17549
West Humber-Clairville (1),17550
Church-Yonge Corridor (75),17551
Briar Hill-Belgravia (108),17552
Annex (95),17553
Junction Area (90),17554
York University Heights (27),17555
Newtonbrook East (50),17556
South Parkdale (85),17557
York University Heights (27),17558
York University Heights (27),17559
West Humber-Clairville (1),17560
West Humber-Clairville (1),17561
West Humber-Clairville (1),17562
University (79),17563
Yorkdale-Glen Park (31),17564
Moss Park (73),17565
Church-Yonge Corridor (75),17566
Kensington-Chinatown (78),17568
Niagara (82),17569
Briar Hill-Belgravia (108),17570
Willowdale West (37),17571
Bendale (127),17572
Kensington-Chinatown (78),17573
Black Creek (24),17574
Hillcrest Village (48),17575
Bendale (127),17576
Islington-City Centre West (14),17577
Waterfront Communities-The Island (77),17578
North St.James Town (74),17581
West Hill (136),17583
Woburn (137),17584
West Humber-Clairville (1),17585
Agincourt South-Malvern West (128),17590
Islington-City Centre West (14),17594
Agincourt South-Malvern West (128),17595
Church-Yonge Corridor (75),17601
Don Valley Village (47),17603
Dufferin Grove (83),17606
Bay Street Corridor (76),17608
Bathurst Manor (34),17610
Hillcrest Village (48),17611
Bendale (127),17614
Playter Estates-Danforth (67),17615
West Humber-Clairville (1),17616
Humber Summit (21),17619
Humbermede (22),17625
Henry Farm (53),17689
Greenwood-Coxwell (65),17690
Wexford/Maryvale (119),17691
Woodbine-Lumsden (60),17704
Milliken (130),17706
Milliken (130),17709
West Humber-Clairville (1),17713
High Park-Swansea (87),17716
Brookhaven-Amesbury (30),17717
Bay Street Corridor (76),17718
Clairlea-Birchmount (120),17719
Brookhaven-Amesbury (30),17721
University (79),17722
Bay Street Corridor (76),17723
Brookhaven-Amesbury (30),17725
Brookhaven-Amesbury (30),17726
Brookhaven-Amesbury (30),17728
West Hill (136),17729
L'Amoreaux (117),17730
L'Amoreaux (117),17731
Bendale (127),17732
Waterfront Communities-The Island (77),17734
Rexdale-Kipling (4),17735
Eglinton East (138),17736
Eglinton East (138),17737
Clairlea-Birchmount (120),17738
Dovercourt-Wallace Emerson-Junction (93),17741
York University Heights (27),17742
Tam O'Shanter-Sullivan (118),17743
Kennedy Park (124),17744
Oakridge (121),17747
Bedford Park-Nortown (39),17750
Bedford Park-Nortown (39),17751
Church-Yonge Corridor (75),17755
Mimico (includes Humber Bay Shores) (17),17756
New Toronto (18),17757
New Toronto (18),17758
New Toronto (18),17759
North Riverdale (68),17761
Rexdale-Kipling (4),17762
Brookhaven-Amesbury (30),17763
Brookhaven-Amesbury (30),17764
Kennedy Park (124),17768
Rouge (131),17769
Rouge (131),17770
Eringate-Centennial-West Deane (11),17771
Moss Park (73),17773
Markland Wood (12),17774
Moss Park (73),17775
L'Amoreaux (117),17777
Bay Street Corridor (76),17778
Rustic (28),17781
Bendale (127),17783
Oakwood Village (107),17784
Church-Yonge Corridor (75),17785
Roncesvalles (86),17786
Roncesvalles (86),17787
University (79),17798
Danforth East York (59),17801
Bendale (127),17803
High Park-Swansea (87),17806
Kensington-Chinatown (78),17807
Mount Pleasant West (104),17809
O'Connor-Parkview (54),17812
Keelesdale-Eglinton West (110),17813
Kensington-Chinatown (78),17814
Kensington-Chinatown (78),17815
Kingsview Village-The Westway (6),17816
Eringate-Centennial-West Deane (11),17817
Yorkdale-Glen Park (31),17818
Little Portugal (84),17819
Waterfront Communities-The Island (77),17821
Waterfront Communities-The Island (77),17822
Kennedy Park (124),17823
Bay Street Corridor (76),17824
Yonge-Eglinton (100),17825
Yonge-Eglinton (100),17826
Yonge-Eglinton (100),17827
Church-Yonge Corridor (75),17828
Willowridge-Martingrove-Richview (7),17829
Willowridge-Martingrove-Richview (7),17830
Forest Hill North (102),17831
Church-Yonge Corridor (75),17832
Forest Hill North (102),17833
Forest Hill North (102),17834
East End-Danforth (62),17835
East End-Danforth (62),17836
St.Andrew-Windfields (40),17837
Runnymede-Bloor West Village (89),17838
Runnymede-Bloor West Village (89),17839
Forest Hill North (102),17841
Waterfront Communities-The Island (77),17842
Bay Street Corridor (76),17843
Bay Street Corridor (76),17844
Junction Area (90),17845
Junction Area (90),17849
Hillcrest Village (48),17850
Agincourt South-Malvern West (128),17852
Corso Italia-Davenport (92),17853
Beechborough-Greenbrook (112),17854
York University Heights (27),17856
Weston-Pellam Park (91),17857
Weston-Pellam Park (91),17858
West Humber-Clairville (1),17859
Bedford Park-Nortown (39),17860
Cliffcrest (123),17861
Edenbridge-Humber Valley (9),17862
York University Heights (27),17868
Willowridge-Martingrove-Richview (7),17869
Mount Dennis (115),17870
Agincourt North (129),17877
Bathurst Manor (34),17878
Bathurst Manor (34),17879
Bay Street Corridor (76),17881
Princess-Rosethorn (10),17882
Agincourt North (129),17883
Westminster-Branson (35),17884
Roncesvalles (86),17885
Islington-City Centre West (14),17887
Scarborough Village (139),17889
Agincourt North (129),17890
New Toronto (18),17892
O'Connor-Parkview (54),17894
West Hill (136),17896
Birchcliffe-Cliffside (122),17955
Wexford/Maryvale (119),17956
Bendale (127),17957
Scarborough Village (139),17958
Bendale (127),17959
Trinity-Bellwoods (81),17960
Yonge-Eglinton (100),17961
Runnymede-Bloor West Village (89),17962
Woburn (137),17963
West Hill (136),17964
Roncesvalles (86),17965
Church-Yonge Corridor (75),17972
Church-Yonge Corridor (75),17973
Moss Park (73),17975
Junction Area (90),17978
Church-Yonge Corridor (75),17980
Bay Street Corridor (76),17981
West Humber-Clairville (1),17982
Willowdale West (37),17988
Willowridge-Martingrove-Richview (7),17991
West Hill (136),17992
West Hill (136),17993
Mount Olive-Silverstone-Jamestown (2),17994
Mount Olive-Silverstone-Jamestown (2),17995
Mount Olive-Silverstone-Jamestown (2),17996
Moss Park (73),17997
Bay Street Corridor (76),17999
Eringate-Centennial-West Deane (11),18000
Hillcrest Village (48),18001
Islington-City Centre West (14),18002
Waterfront Communities-The Island (77),18003
Waterfront Communities-The Island (77),18006
Dorset Park (126),18007
Palmerston-Little Italy (80),18008
Highland Creek (134),18010
Stonegate-Queensway (16),18013
Church-Yonge Corridor (75),18029
Pleasant View (46),18030
Bayview Village (52),18031
South Riverdale (70),18032
Glenfield-Jane Heights (25),18033
West Hill (136),18034
Corso Italia-Davenport (92),18035
Willowridge-Martingrove-Richview (7),18037
Lambton Baby Point (114),18038
Moss Park (73),18040
Rexdale-Kipling (4),18041
Islington-City Centre West (14),18042
Agincourt North (129),18043
Cliffcrest (123),18044
Elms-Old Rexdale (5),18045
Elms-Old Rexdale (5),18046
Parkwoods-Donalda (45),18048
Mount Pleasant West (104),18049
Markland Wood (12),18050
Oakwood Village (107),18051
West Humber-Clairville (1),18052
Weston (113),18053
Agincourt North (129),18054
Agincourt North (129),18055
Mount Olive-Silverstone-Jamestown (2),18056
West Humber-Clairville (1),18057
Dovercourt-Wallace Emerson-Junction (93),18058
Dovercourt-Wallace Emerson-Junction (93),18059
Dovercourt-Wallace Emerson-Junction (93),18060
Dovercourt-Wallace Emerson-Junction (93),18061
Dovercourt-Wallace Emerson-Junction (93),18062
Annex (95),18063
Clairlea-Birchmount (120),18064
Clairlea-Birchmount (120),18065
Cabbagetown-South St.James Town (71),18066
Church-Yonge Corridor (75),18067
West Hill (136),18078
Downsview-Roding-CFB (26),18079
York University Heights (27),18083
North Riverdale (68),18084
York University Heights (27),18085
Church-Yonge Corridor (75),18087
Mount Olive-Silverstone-Jamestown (2),18088
Dufferin Grove (83),18089
Long Branch (19),18090
Church-Yonge Corridor (75),18092
Downsview-Roding-CFB (26),18094
Yorkdale-Glen Park (31),18108
Yorkdale-Glen Park (31),18109
Tam O'Shanter-Sullivan (118),18110
Cliffcrest (123),18111
Cabbagetown-South St.James Town (71),18115
Cabbagetown-South St.James Town (71),18116
Bayview Village (52),18117
Parkwoods-Donalda (45),18119
Mount Dennis (115),18121
Dufferin Grove (83),18122
Mount Dennis (115),18124
York University Heights (27),18126
West Hill (136),18127
Roncesvalles (86),18131
Caledonia-Fairbank (109),18132
Tam O'Shanter-Sullivan (118),18133
Humbermede (22),18154
Brookhaven-Amesbury (30),18155
Downsview-Roding-CFB (26),18156
Glenfield-Jane Heights (25),18158
Dorset Park (126),18159
Woburn (137),18160
Annex (95),18162
South Riverdale (70),18164
Forest Hill South (101),18165
Willowridge-Martingrove-Richview (7),18166
Parkwoods-Donalda (45),18167
Clanton Park (33),18168
Clanton Park (33),18169
Clanton Park (33),18170
Downsview-Roding-CFB (26),18171
Church-Yonge Corridor (75),18172
Playter Estates-Danforth (67),18173
Church-Yonge Corridor (75),18174
South Riverdale (70),18175
Kensington-Chinatown (78),18176
Thorncliffe Park (55),18181
Downsview-Roding-CFB (26),18198
Church-Yonge Corridor (75),18199
Mimico (includes Humber Bay Shores) (17),18215
Yonge-Eglinton (100),18218
Victoria Village (43),18219
South Parkdale (85),18220
Moss Park (73),18221
Glenfield-Jane Heights (25),18222
Glenfield-Jane Heights (25),18223
Glenfield-Jane Heights (25),18224
Glenfield-Jane Heights (25),18225
Church-Yonge Corridor (75),18228
Scarborough Village (139),18235
Steeles (116),18239
Tam O'Shanter-Sullivan (118),18240
Moss Park (73),18245
Steeles (116),18249
Moss Park (73),18252
Caledonia-Fairbank (109),18253
Moss Park (73),18257
Agincourt North (129),18260
Caledonia-Fairbank (109),18263
Oakwood Village (107),18266
Yorkdale-Glen Park (31),18267
Danforth (66),18269
Danforth (66),18271
Clairlea-Birchmount (120),18273
Willowdale West (37),18276
Glenfield-Jane Heights (25),18277
Mimico (includes Humber Bay Shores) (17),18278
Malvern (132),18279
Church-Yonge Corridor (75),18281
Waterfront Communities-The Island (77),18282
Waterfront Communities-The Island (77),18283
Mount Pleasant West (104),18284
Dovercourt-Wallace Emerson-Junction (93),18285
York University Heights (27),18286
Trinity-Bellwoods (81),18287
West Hill (136),18288
Willowridge-Martingrove-Richview (7),18289
Willowridge-Martingrove-Richview (7),18290
Kennedy Park (124),18291
Broadview North (57),18292
Lansing-Westgate (38),18293
Rexdale-Kipling (4),18294
Woburn (137),18295
East End-Danforth (62),18296
Mount Dennis (115),18297
Agincourt South-Malvern West (128),18298
Mount Olive-Silverstone-Jamestown (2),18299
Little Portugal (84),18300
South Parkdale (85),18301
South Parkdale (85),18302
Highland Creek (134),18303
Downsview-Roding-CFB (26),18304
Wychwood (94),18305
Forest Hill North (102),18306
Runnymede-Bloor West Village (89),18307
Bendale (127),18308
High Park-Swansea (87),18309
Willowridge-Martingrove-Richview (7),18310
Corso Italia-Davenport (92),18311
Islington-City Centre West (14),18312
Birchcliffe-Cliffside (122),18313
Mount Olive-Silverstone-Jamestown (2),18315
Moss Park (73),18316
Maple Leaf (29),18317
Clairlea-Birchmount (120),18318
Waterfront Communities-The Island (77),18319
Wexford/Maryvale (119),18320
Beechborough-Greenbrook (112),18321
Beechborough-Greenbrook (112),18322
Thorncliffe Park (55),18323
Clairlea-Birchmount (120),18324
Oakwood Village (107),18325
L'Amoreaux (117),18326
Thorncliffe Park (55),18327
Dorset Park (126),18328
Dorset Park (126),18329
Dorset Park (126),18330
Dorset Park (126),18331
Dorset Park (126),18332
Dorset Park (126),18333
Danforth East York (59),18334
Waterfront Communities-The Island (77),18335
Don Valley Village (47),18336
Don Valley Village (47),18337
Mount Pleasant East (99),18338
Downsview-Roding-CFB (26),18339
Eglinton East (138),18340
Caledonia-Fairbank (109),18341
York University Heights (27),18342
High Park North (88),18343
Bathurst Manor (34),18344
Willowridge-Martingrove-Richview (7),18345
Victoria Village (43),18346
Kensington-Chinatown (78),18347
Waterfront Communities-The Island (77),18348
Bathurst Manor (34),18349
Morningside (135),18350
Moss Park (73),18351
Palmerston-Little Italy (80),18352
Palmerston-Little Italy (80),18353
Moss Park (73),18354
Stonegate-Queensway (16),18355
Glenfield-Jane Heights (25),18356
Newtonbrook East (50),18357
Kensington-Chinatown (78),18358
Danforth East York (59),18359
Scarborough Village (139),18360
Kensington-Chinatown (78),18361
Kensington-Chinatown (78),18362
Steeles (116),18363
Moss Park (73),18364
Rosedale-Moore Park (98),18365
Steeles (116),18366
Church-Yonge Corridor (75),18367
Waterfront Communities-The Island (77),18368
Moss Park (73),18369
Briar Hill-Belgravia (108),18370
York University Heights (27),18371
Scarborough Village (139),18372
Bay Street Corridor (76),18373
South Riverdale (70),18374
Rouge (131),18377
Oakwood Village (107),18379
Rouge (131),18380
Rouge (131),18384
Blake-Jones (69),18386
Morningside (135),18389
Bridle Path-Sunnybrook-York Mills (41),18390
Waterfront Communities-The Island (77),18391
Blake-Jones (69),18393
Mount Pleasant East (99),18482
Danforth (66),18483
Waterfront Communities-The Island (77),18485
Black Creek (24),18487
Glenfield-Jane Heights (25),18488
St.Andrew-Windfields (40),18491
Victoria Village (43),18492
Briar Hill-Belgravia (108),18494
Pleasant View (46),18497
Rexdale-Kipling (4),18498
Dovercourt-Wallace Emerson-Junction (93),18500
Little Portugal (84),18503
Rexdale-Kipling (4),18504
Dovercourt-Wallace Emerson-Junction (93),18506
South Riverdale (70),18509
Eglinton East (138),18510
Dovercourt-Wallace Emerson-Junction (93),18527
Agincourt South-Malvern West (128),18540
Woburn (137),18543
Alderwood (20),18544
Wexford/Maryvale (119),18545
Tam O'Shanter-Sullivan (118),18546
Tam O'Shanter-Sullivan (118),18547
Markland Wood (12),18548
Bay Street Corridor (76),18551
Caledonia-Fairbank (109),18553
Princess-Rosethorn (10),18554
Don Valley Village (47),18555
Parkwoods-Donalda (45),18556
Church-Yonge Corridor (75),18557
Pelmo Park-Humberlea (23),18558
Don Valley Village (47),18559
Don Valley Village (47),18560
Agincourt North (129),18561
Don Valley Village (47),18562
Don Valley Village (47),18563
Bendale (127),18564
Steeles (116),18565
Morningside (135),18566
South Riverdale (70),18567
Agincourt South-Malvern West (128),18568
Glenfield-Jane Heights (25),18569
Bay Street Corridor (76),18570
Rosedale-Moore Park (98),18571
Eringate-Centennial-West Deane (11),18572
Eringate-Centennial-West Deane (11),18573
Woburn (137),18574
Bridle Path-Sunnybrook-York Mills (41),18575
York University Heights (27),18576
York University Heights (27),18577
Corso Italia-Davenport (92),18579
Yonge-St.Clair (97),18580
Yonge-St.Clair (97),18581
Mount Olive-Silverstone-Jamestown (2),18589
Waterfront Communities-The Island (77),18590
Brookhaven-Amesbury (30),18591
Regent Park (72),18592
Moss Park (73),18593
Mount Pleasant West (104),18594
Cabbagetown-South St.James Town (71),18599
Oakridge (121),18600
Bay Street Corridor (76),18601
Glenfield-Jane Heights (25),18602
Rouge (131),18604
West Humber-Clairville (1),18605
York University Heights (27),18606
South Parkdale (85),18607
Briar Hill-Belgravia (108),18608
Briar Hill-Belgravia (108),18609
Westminster-Branson (35),18610
Westminster-Branson (35),18611
Weston (113),18612
Weston (113),18613
O'Connor-Parkview (54),18614
Niagara (82),18615
Niagara (82),18616
Long Branch (19),18617
East End-Danforth (62),18618
Trinity-Bellwoods (81),18619
Trinity-Bellwoods (81),18620
Malvern (132),18624
Malvern (132),18625
Willowdale East (51),18626
East End-Danforth (62),18628
New Toronto (18),18634
Brookhaven-Amesbury (30),18641
Downsview-Roding-CFB (26),18642
Dovercourt-Wallace Emerson-Junction (93),18646
East End-Danforth (62),18647
Annex (95),18653
Regent Park (72),18660
Bendale (127),18661
Tam O'Shanter-Sullivan (118),18666
Eglinton East (138),18667
York University Heights (27),18668
Danforth (66),18669
Kennedy Park (124),18670
Oakwood Village (107),18671
L'Amoreaux (117),18672
L'Amoreaux (117),18673
Bayview Village (52),18674
Roncesvalles (86),18675
Moss Park (73),18676
Woburn (137),18677
Clanton Park (33),18678
Trinity-Bellwoods (81),18679
Humber Summit (21),18681
Corso Italia-Davenport (92),18682
High Park North (88),18684
Weston (113),18685
Church-Yonge Corridor (75),18686
Church-Yonge Corridor (75),18687
Caledonia-Fairbank (109),18688
Church-Yonge Corridor (75),18689
Tam O'Shanter-Sullivan (118),18690
West Hill (136),18691
West Hill (136),18692
Niagara (82),18693
West Hill (136),18694
Westminster-Branson (35),18695
Elms-Old Rexdale (5),18696
Thistletown-Beaumond Heights (3),18697
Rexdale-Kipling (4),18698
Rexdale-Kipling (4),18699
Rexdale-Kipling (4),18700
L'Amoreaux (117),18701
L'Amoreaux (117),18702
Tam O'Shanter-Sullivan (118),18703
West Humber-Clairville (1),18704
Church-Yonge Corridor (75),18707
Glenfield-Jane Heights (25),18756
Humbermede (22),18757
Glenfield-Jane Heights (25),18758
Yorkdale-Glen Park (31),18760
York University Heights (27),18761
Moss Park (73),18763
Moss Park (73),18764
Trinity-Bellwoods (81),18766
Bay Street Corridor (76),18769
Malvern (132),18856
Agincourt South-Malvern West (128),18858
Wexford/Maryvale (119),18862
Tam O'Shanter-Sullivan (118),18864
Tam O'Shanter-Sullivan (118),18865
Tam O'Shanter-Sullivan (118),18866
Rouge (131),18867
South Riverdale (70),18868
Moss Park (73),18869
Bay Street Corridor (76),18870
Bay Street Corridor (76),18871
North St.James Town (74),18872
North St.James Town (74),18873
Bendale (127),18874
Morningside (135),18875
Mimico (includes Humber Bay Shores) (17),18876
South Parkdale (85),18877
Church-Yonge Corridor (75),18878
Glenfield-Jane Heights (25),18879
Glenfield-Jane Heights (25),18880
Black Creek (24),18881
Glenfield-Jane Heights (25),18882
Glenfield-Jane Heights (25),18883
West Humber-Clairville (1),18884
West Humber-Clairville (1),18885
West Humber-Clairville (1),18886
Agincourt South-Malvern West (128),18887
O'Connor-Parkview (54),18888
Kensington-Chinatown (78),18889
Mount Pleasant East (99),18890
Mount Pleasant East (99),18891
Mount Pleasant East (99),18892
Mount Pleasant East (99),18893
Morningside (135),18894
New Toronto (18),18895
Waterfront Communities-The Island (77),18896
Waterfront Communities-The Island (77),18897
Willowdale East (51),18898
Willowdale East (51),18899
York University Heights (27),18900
York University Heights (27),18901
Clanton Park (33),18902
Eringate-Centennial-West Deane (11),18903
Wexford/Maryvale (119),18904
Wexford/Maryvale (119),18905
University (79),18906
Edenbridge-Humber Valley (9),18907
Woburn (137),18908
York University Heights (27),18909
York University Heights (27),18910
York University Heights (27),18911
L'Amoreaux (117),18912
Kingsway South (15),18913
York University Heights (27),18914
York University Heights (27),18915
L'Amoreaux (117),18916
Bay Street Corridor (76),18918
Church-Yonge Corridor (75),18919
Lawrence Park South (103),18920
Mount Olive-Silverstone-Jamestown (2),18921
York University Heights (27),18922
York University Heights (27),18923
Leaside-Bennington (56),18924
Willowdale West (37),18925
Willowdale West (37),18926
Dufferin Grove (83),18927
Beechborough-Greenbrook (112),18928
Briar Hill-Belgravia (108),18929
Church-Yonge Corridor (75),18930
Oakridge (121),18931
Downsview-Roding-CFB (26),18932
Willowdale West (37),19002
Birchcliffe-Cliffside (122),19004
Birchcliffe-Cliffside (122),19006
Thorncliffe Park (55),19007
Newtonbrook West (36),19008
Rockcliffe-Smythe (111),19009
Church-Yonge Corridor (75),19012
Cliffcrest (123),19013
Willowdale East (51),19016
Rustic (28),19017
Glenfield-Jane Heights (25),19019
Bedford Park-Nortown (39),19020
Moss Park (73),19022
Yonge-Eglinton (100),19023
Yonge-Eglinton (100),19025
Moss Park (73),19027
Malvern (132),19030
Milliken (130),19127
Caledonia-Fairbank (109),19128
Rosedale-Moore Park (98),19132
Islington-City Centre West (14),19133
Rosedale-Moore Park (98),19136
Forest Hill North (102),19140
Woburn (137),19141
Oakridge (121),19163
Oakridge (121),19164
Humewood-Cedarvale (106),19165
Humewood-Cedarvale (106),19166
Tam O'Shanter-Sullivan (118),19168
York University Heights (27),19169
Mount Olive-Silverstone-Jamestown (2),19176
Agincourt South-Malvern West (128),19184
Scarborough Village (139),19189
Beechborough-Greenbrook (112),19193
L'Amoreaux (117),19194
Corso Italia-Davenport (92),19195
Milliken (130),19199
Wexford/Maryvale (119),19207
East End-Danforth (62),19208
Milliken (130),19209
Milliken (130),19210
Thorncliffe Park (55),19211
Thorncliffe Park (55),19212
Weston (113),19213
Pleasant View (46),19214
Broadview North (57),19215
Keelesdale-Eglinton West (110),19216
Rosedale-Moore Park (98),19217
West Humber-Clairville (1),19218
Mimico (includes Humber Bay Shores) (17),19224
Humbermede (22),19225
Church-Yonge Corridor (75),19233
Oakridge (121),19234
North St.James Town (74),19236
Malvern (132),19237
Humber Summit (21),19238
North St.James Town (74),19239
Kensington-Chinatown (78),19240
York University Heights (27),19241
Woodbine Corridor (64),19242
Scarborough Village (139),19243
The Beaches (63),19244
Don Valley Village (47),19245
West Humber-Clairville (1),19246
Kennedy Park (124),19247
Humbermede (22),19249
Princess-Rosethorn (10),19250
Humbermede (22),19251
Woodbine Corridor (64),19252
Rexdale-Kipling (4),19253
Clairlea-Birchmount (120),19254
University (79),19255
Downsview-Roding-CFB (26),19256
Downsview-Roding-CFB (26),19257
Downsview-Roding-CFB (26),19258
Downsview-Roding-CFB (26),19259
Downsview-Roding-CFB (26),19260
Moss Park (73),19261
Moss Park (73),19262
Glenfield-Jane Heights (25),19263
Church-Yonge Corridor (75),19264
Downsview-Roding-CFB (26),19265
Humewood-Cedarvale (106),19266
Elms-Old Rexdale (5),19267
Morningside (135),19268
West Humber-Clairville (1),19269
Old East York (58),19270
Morningside (135),19271
North Riverdale (68),19272
Glenfield-Jane Heights (25),19273
Kensington-Chinatown (78),19274
Mount Olive-Silverstone-Jamestown (2),19275
Mount Olive-Silverstone-Jamestown (2),19276
Mount Olive-Silverstone-Jamestown (2),19277
Mount Olive-Silverstone-Jamestown (2),19278
High Park-Swansea (87),19279
Elms-Old Rexdale (5),19280
Henry Farm (53),19281
Downsview-Roding-CFB (26),19282
Mount Dennis (115),19283
Mimico (includes Humber Bay Shores) (17),19284
L'Amoreaux (117),19285
Forest Hill South (101),19286
Forest Hill South (101),19287
York University Heights (27),19288
High Park-Swansea (87),19296
High Park-Swansea (87),19297
High Park-Swansea (87),19298
High Park-Swansea (87),19299
Annex (95),19316
Lawrence Park South (103),19335
Scarborough Village (139),19336
Scarborough Village (139),19338
Long Branch (19),19339
West Humber-Clairville (1),19340
West Hill (136),19341
South Parkdale (85),19342
Downsview-Roding-CFB (26),19343
Westminster-Branson (35),19344
Princess-Rosethorn (10),19345
Bendale (127),19348
North St.James Town (74),19349
Milliken (130),19350
Westminster-Branson (35),19351
Princess-Rosethorn (10),19352
Parkwoods-Donalda (45),19353
North Riverdale (68),19354
Caledonia-Fairbank (109),19355
Malvern (132),19357
Glenfield-Jane Heights (25),19359
Church-Yonge Corridor (75),19360
Moss Park (73),19361
Black Creek (24),19362
Church-Yonge Corridor (75),19365
Mount Olive-Silverstone-Jamestown (2),19366
Bathurst Manor (34),19368
Thorncliffe Park (55),19370
Yorkdale-Glen Park (31),19372
South Parkdale (85),19373
Waterfront Communities-The Island (77),19375
Bay Street Corridor (76),19471
North St.James Town (74),19473
Waterfront Communities-The Island (77),19474
West Hill (136),19476
Pleasant View (46),19478
Bay Street Corridor (76),19479
West Hill (136),19481
L'Amoreaux (117),19482
Pleasant View (46),19484
Church-Yonge Corridor (75),19485
Waterfront Communities-The Island (77),19487
L'Amoreaux (117),19488
Pleasant View (46),19490
Flemingdon Park (44),19494
Oakridge (121),19495
Church-Yonge Corridor (75),19496
Danforth (66),19497
Danforth (66),19498
York University Heights (27),19499
York University Heights (27),19500
York University Heights (27),19501
Kensington-Chinatown (78),19503
Thorncliffe Park (55),19504
Don Valley Village (47),19506
Bay Street Corridor (76),19513
Hillcrest Village (48),19515
Eglinton East (138),19516
Eglinton East (138),19517
Briar Hill-Belgravia (108),19520
Briar Hill-Belgravia (108),19521
Moss Park (73),19522
Moss Park (73),19523
Waterfront Communities-The Island (77),19524
Dufferin Grove (83),19525
Dufferin Grove (83),19526
Dufferin Grove (83),19527
Milliken (130),19528
South Parkdale (85),19529
South Parkdale (85),19530
Annex (95),19531
Stonegate-Queensway (16),19532
Moss Park (73),19533
Dufferin Grove (83),19534
Corso Italia-Davenport (92),19535
Dovercourt-Wallace Emerson-Junction (93),19536
Forest Hill North (102),19537
Forest Hill North (102),19538
Keelesdale-Eglinton West (110),19539
Danforth (66),19540
Forest Hill North (102),19541
Forest Hill North (102),19542
York University Heights (27),19543
Moss Park (73),19544
Downsview-Roding-CFB (26),19550
York University Heights (27),19552
Moss Park (73),19553
Bay Street Corridor (76),19554
Yorkdale-Glen Park (31),19555
Yorkdale-Glen Park (31),19556
Weston (113),19557
Weston (113),19558
Weston (113),19559
Weston (113),19560
Weston (113),19561
Church-Yonge Corridor (75),19562
Church-Yonge Corridor (75),19563
Long Branch (19),19564
Long Branch (19),19565
Long Branch (19),19566
Long Branch (19),19567
North St.James Town (74),19568
Rouge (131),19569
Woburn (137),19570
Milliken (130),19571
West Humber-Clairville (1),19572
Woodbine Corridor (64),19573
Scarborough Village (139),19574
Playter Estates-Danforth (67),19575
Mount Olive-Silverstone-Jamestown (2),19576
Regent Park (72),19577
West Humber-Clairville (1),19578
Mount Pleasant West (104),19579
Moss Park (73),19580
Bay Street Corridor (76),19581
O'Connor-Parkview (54),19584
Bay Street Corridor (76),19585
Parkwoods-Donalda (45),19586
Moss Park (73),19588
Bay Street Corridor (76),19590
North Riverdale (68),19592
Rosedale-Moore Park (98),19593
Milliken (130),19595
Clairlea-Birchmount (120),19597
Yorkdale-Glen Park (31),19598
Kennedy Park (124),19599
Milliken (130),19600
Mount Olive-Silverstone-Jamestown (2),19602
West Humber-Clairville (1),19603
Moss Park (73),19604
Waterfront Communities-The Island (77),19605
Willowdale West (37),19606
Willowdale West (37),19607
Willowdale West (37),19608
Parkwoods-Donalda (45),19609
Malvern (132),19610
Humewood-Cedarvale (106),19611
Islington-City Centre West (14),19612
